,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,SATELLITE,SMARTPHONE,TABLET,TEL,TEN,VEH,WATFP,YBL,GRPIP,HHL,HHLANP,HHT,HINCP,HUPAC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,PARTNER,PSF,R18,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL,Cluster
846,Charlotte City (Central),2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,4,Yes,No,No,Valid monthly electricity cost in ELEP,150.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,No,No,No,Yes,4,No,650.0,No,Yes,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,6,19.0,English only,9500.0,"Other family household: Female householder, no spouse present",51200.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,59.0,81 to 100%,31 to 50%,No,Cluster 1
847,Charlotte City (Central),2,"Yes, by paying a cell phone company or Internet service provider",Yes,1,9,Yes,No,No,No charge or electricity not used,114.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,2,No,1500.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2017,16.0,English only,9500.0,Married couple household,120000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,48.0,Greater than 120%,101 to 120%,No,Cluster 0
848,Charlotte City (Northeast),4,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,8,No,1100.0,No,Yes,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,5,101.0,English only,9500.0,"Other family household: Female householder, no spouse present",14000.0,With children under 6 years and 6 to 17 years,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,3.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,53.0,30% and Below,61 to 80%,Yes,Cluster 3
849,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,4,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,150.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,7,No,950.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,5,26.0,English only,9500.0,Nonfamily household: Male householder: Not living alone,54100.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,"Male householder, female partner",No subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,h,61 to 80%,51 to 60%,No,Cluster 3
850,Charlotte City (Southwest),4,"Yes, by paying a cell phone company or Internet service provider",Yes,3,7,Yes,No,No,Valid monthly electricity cost in ELEP,120.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,1000.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,7,13.0,English only,9500.0,"Other family household: Male householder, no spouse present",100000.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",5 to 9 years,1.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,"Male householder, female partner",No subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,52.05,Greater than 120%,51 to 60%,No,Cluster 3
851,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",6,"Yes, by paying a cell phone company or Internet service provider",Yes,4,2,Yes,No,No,Valid monthly electricity cost in ELEP,120.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Electricity,No,Yes,No,Yes,11,No,1600.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2013,19.0,English only,9500.0,"Other family household: Female householder, no spouse present",142300.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,1.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,"Female householder, male partner",No subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,45.88,Greater than 120%,101 to 120%,No,Cluster 0
852,Charlotte City (Central),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,9,Yes,No,No,Valid monthly electricity cost in ELEP,40.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,3,No,1200.0,No,Yes,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,2016,40.0,English only,9500.0,Nonfamily household: Male householder: Living alone,37000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,55.0,61 to 80%,81 to 100%,Yes,Cluster 0
853,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,3,"Yes, by paying a cell phone company or Internet service provider",Yes,2,7,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,1300.0,Yes,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2015,21.0,English only,9500.0,Married couple household,79900.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,1.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,n,101 to 120%,81 to 100%,No,Cluster 3
854,Mecklenburg County (South)--Matthews Town (South),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,7,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,3,No,800.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,6,30.0,English only,9500.0,Nonfamily household: Female householder: Living alone,37000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",10 to 19 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,103.2,61 to 80%,61 to 80%,Yes,Cluster 1
855,Mecklenburg County (South)--Matthews Town (South),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,3,Yes,No,No,Valid monthly electricity cost in ELEP,50.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,800.0,No,Yes,Yes,Yes,Rented,2 vehicles,Included in rent or in condo fee,9,58.0,English only,9500.0,Nonfamily household: Female householder: Living alone,17700.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,36.77,31 to 50%,61 to 80%,Yes,Cluster 1
856,Charlotte City (Northwest),1,"Yes, by paying a cell phone company or Internet service provider",Yes,2,6,Yes,No,No,Valid monthly electricity cost in ELEP,50.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,No,No,No,Yes,6,No,900.0,No,No,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,8,48.0,English only,9500.0,Nonfamily household: Female householder: Living alone,24000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,111.95,31 to 50%,51 to 60%,Yes,Cluster 1
